,month,ccaa,product,expenses_per_capita,market_penetration,average_price_per_kg_or_l
0,1,8,30,0.2898832684824903,0.8396196513470681,0.13688212927756654
1,1,8,29,0.023346303501945526,0.1253037506603275,0.25095057034220536
2,1,8,31,0.0,0.0,0.0
3,1,8,41,0.4241245136186771,0.8881141045958795,0.36882129277566544
4,1,8,8,0.16147859922178986,0.8334918119387215,0.20912547528517114
5,1,8,1,0.048638132295719845,0.3610142630744849,0.8193916349809885
6,1,8,13,0.038910505836575876,0.2969889064976228,0.19771863117870725
7,1,8,33,0.029182879377431907,0.2396196513470681,0.29847908745247154
8,1,8,17,0.16926070038910507,0.463391442155309,0.6749049429657795
9,1,8,35,0.13813229571984437,0.6396196513470681,0.3669201520912548
10,1,8,10,0.10311284046692608,0.4409931325937665,0.6596958174904944
11,1,8,19,0.20428015564202337,0.6965662968832541,0.5399239543726236
12,1,8,15,0.02529182879377432,0.10068674062334916,0.4049429657794677
13,1,8,5,0.048638132295719845,0.43465398837823555,0.34600760456273766
14,1,8,43,0.05642023346303501,0.5970417326994188,0.1749049429657795
15,1,8,7,0.11089494163424124,0.5380876914949815,0.29087452471482894
16,1,8,6,0.05058365758754864,0.3685155837295298,0.22623574144486694
17,1,8,3,0.14007782101167315,0.49075541468568407,0.37642585551330804
18,1,8,4,0.0,0.0,0.0
19,1,8,14,0.0,0.0,0.0
20,1,8,39,0.0,0.0,0.0
21,1,8,26,0.4455252918287938,0.6949815108293713,0.1920152091254753
22,1,8,21,0.377431906614786,0.7292128895932382,0.27566539923954375
23,1,8,20,0.06031128404669261,0.37210776545166396,0.30038022813688214
24,1,8,37,0.3852140077821012,0.8839936608557843,0.2946768060836502
25,1,8,23,0.27626459143968873,0.7054410987849973,0.27566539923954375
26,1,8,34,0.14396887159533073,0.5110406761753828,0.28517110266159695
27,1,8,24,0.0019455252918287938,0.004648705758055995,0.44676806083650195
28,1,8,27,0.0019455252918287938,0.0173269941891178,0.3346007604562738
29,1,8,2,0.0019455252918287938,0.009614368726888535,0.44676806083650195
30,1,8,16,0.13229571984435798,0.3617538298996302,0.7015209125475286
31,1,8,25,0.05447470817120623,0.10670892762810352,0.32889733840304186
32,1,8,40,0.0,0.0020073956682514524,0.1311787072243346
33,1,8,12,0.0019455252918287938,0.015636555731642892,0.40874524714828897
34,1,8,42,0.06809338521400778,0.23782356048600103,0.6064638783269962
35,1,8,18,0.13424124513618677,0.40380348652931847,0.5494296577946769
36,1,8,0,0.0622568093385214,0.24131008980454302,0.6159695817490495
37,1,8,36,0.07003891050583658,0.28103539355520335,0.2946768060836502
38,1,8,28,0.13618677042801555,0.3870047543581616,0.40874524714828897
39,1,8,38,0.009727626459143969,0.03169572107765451,0.30038022813688214
40,1,8,11,0.0,0.0,0.0
41,1,8,22,0.0,0.0,0.0
42,1,1,30,0.20038910505836577,0.6714210248283148,0.12357414448669203
43,1,1,29,0.011673151750972763,0.10512414157422079,0.22813688212927757
44,1,1,31,0.0,0.0,0.0
45,1,1,41,0.3015564202334631,0.9275224511357633,0.33650190114068446
46,1,1,8,0.12062256809338522,0.7728473322768092,0.19961977186311788
47,1,1,1,0.03696498054474708,0.3371368198626518,0.7623574144486692
48,1,1,13,0.023346303501945526,0.23402007395668248,0.19961977186311788
49,1,1,33,0.04085603112840467,0.26244057052297937,0.29847908745247154
50,1,1,17,0.12256809338521402,0.3859482303222398,0.5551330798479088
51,1,1,35,0.12062256809338522,0.5905969360802957,0.36121673003802285
52,1,1,10,0.08949416342412451,0.5414685684099313,0.7433460076045628
53,1,1,19,0.22178988326848248,0.6727945060750131,0.5361216730038023
54,1,1,15,0.0311284046692607,0.12371896460644478,0.7927756653992396
55,1,1,5,0.023346303501945526,0.22250396196513467,0.34410646387832705
56,1,1,43,0.04669260700389105,0.6122556788166931,0.155893536121673
57,1,1,7,0.09922178988326849,0.5412572636027468,0.27566539923954375
58,1,1,6,0.05642023346303501,0.38954041204437395,0.21292775665399244
59,1,1,3,0.03696498054474708,0.19260433174854727,0.3403041825095057
60,1,1,4,0.0,0.0,0.0
61,1,1,14,0.0,0.0,0.0
62,1,1,39,0.0,0.0,0.0
63,1,1,26,0.35797665369649806,0.6783940834653986,0.17680608365019013
64,1,1,21,0.3443579766536965,0.8003169572107764,0.24714828897338406
65,1,1,20,0.05252918287937743,0.3462229265715795,0.3022813688212928
66,1,1,37,0.29961089494163423,0.8489170628631799,0.2699619771863118
67,1,1,23,0.22957198443579765,0.6819862651875329,0.2661596958174905
68,1,1,34,0.1264591439688716,0.5326994189117802,0.26806083650190116
69,1,1,24,0.0019455252918287938,0.002113048071843634,0.7243346007604563
70,1,1,27,0.0019455252918287938,0.007712625462229264,0.46387832699619774
71,1,1,2,0.0,0.0035921817221341783,0.3802281368821293
72,1,1,16,0.11089494163424124,0.3824617010036978,0.5456273764258556
73,1,1,25,0.011673151750972763,0.042260961436872684,0.31749049429657794
74,1,1,40,0.0,0.0020073956682514524,0.1673003802281369
75,1,1,12,0.0019455252918287938,0.011621764395139988,0.2699619771863118
76,1,1,9,0.0,0.0,0.0
77,1,1,42,0.048638132295719845,0.17886951928156364,0.5665399239543727
78,1,1,18,0.16731517509727625,0.46920232435287895,0.5532319391634982
79,1,1,0,0.06614785992217899,0.22556788166930797,0.7205323193916351
80,1,1,36,0.05252918287937743,0.3288959323824617,0.279467680608365
81,1,1,28,0.14591439688715954,0.43518225039619646,0.4771863117870722
82,1,1,38,0.007782101167315175,0.0681458003169572,0.2870722433460076
83,1,1,11,0.0,0.0,0.0
84,1,1,22,0.0,0.0,0.0
85,1,3,30,0.26459143968871596,0.7940834653988377,0.14068441064638784
86,1,3,29,0.021400778210116732,0.13365029054410987,0.25475285171102663
87,1,3,32,0.11478599221789883,0.4701531959852086,0.8973384030418251
88,1,3,31,0.0,0.0,0.0
89,1,3,41,0.33852140077821014,0.8867406233491811,0.35361216730038025
90,1,3,8,0.17120622568093385,0.862229265715795,0.1958174904942966
91,1,3,1,0.03696498054474708,0.3054410987849973,0.8802281368821293
92,1,3,13,0.03696498054474708,0.332593766508188,0.2737642585551331
93,1,3,33,0.038910505836575876,0.197675647120972,0.35361216730038025
94,1,3,17,0.08754863813229573,0.47173798203909134,0.5665399239543727
95,1,3,35,0.14785992217898833,0.5791864764923401,0.3821292775665399
96,1,3,10,0.1245136186770428,0.5204437400950871,0.6406844106463879
97,1,3,19,0.1556420233463035,0.6720549392498678,0.5570342205323194
98,1,3,15,0.007782101167315175,0.04289487585842577,0.40684410646387836
99,1,3,5,0.03696498054474708,0.3503433703116745,0.34410646387832705
100,1,3,43,0.05642023346303501,0.6763866877971473,0.15399239543726237
101,1,3,7,0.07587548638132297,0.5078711040676175,0.31368821292775667
102,1,3,6,0.04669260700389105,0.3613312202852615,0.33650190114068446
103,1,3,3,0.07392996108949416,0.4349709455890121,0.3878326996197719
104,1,3,4,0.0,0.0,0.0
105,1,3,14,0.0,0.0,0.0
106,1,3,39,0.0,0.0,0.0
107,1,3,26,0.20038910505836577,0.5072371896460643,0.16159695817490496
108,1,3,21,0.20038910505836577,0.5242472266244056,0.2566539923954373
109,1,3,20,0.0311284046692607,0.24870575805599573,0.2699619771863118
110,1,3,37,0.3715953307392996,0.8828314844162704,0.2889733840304183
111,1,3,23,0.2198443579766537,0.6894875858425779,0.2737642585551331
112,1,3,34,0.13229571984435798,0.5180137348124669,0.2946768060836502
113,1,3,24,0.0,0.0,0.0
114,1,3,27,0.005836575875486381,0.04754358161648177,0.2737642585551331
115,1,3,2,0.0,0.0,0.0
116,1,3,16,0.11478599221789883,0.27469624933967246,0.8365019011406846
117,1,3,25,0.04085603112840467,0.12731114632857896,0.32319391634980993
118,1,3,40,0.0,0.0,0.0
119,1,3,12,0.0038910505836575876,0.019545694664553616,0.5437262357414449
120,1,3,9,0.0,0.0,0.0
121,1,3,42,0.12062256809338522,0.2433174854727945,0.7414448669201521
122,1,3,18,0.14202334630350194,0.5257263602746962,0.5
123,1,3,0,0.08560311284046693,0.26138404648705754,0.6121673003802283
124,1,3,36,0.038910505836575876,0.11653460116217641,0.25475285171102663
125,1,3,28,0.18093385214007784,0.4008452192287374,0.3954372623574145
126,1,3,38,0.0038910505836575876,0.015002641310089802,0.22433460076045628
127,1,3,11,0.0,0.0,0.0
128,1,3,22,0.0,0.0,0.0
129,1,16,30,0.24124513618677043,0.7771790808240887,0.12927756653992398
130,1,16,29,0.023346303501945526,0.1455890121500264,0.25095057034220536
131,1,16,32,0.11284046692607003,0.52445853143159,0.9220532319391636
132,1,16,31,0.0,0.0,0.0
133,1,16,41,0.3132295719844358,0.8300052826201795,0.30038022813688214
134,1,16,8,0.11673151750972763,0.7134706814580031,0.17300380228136883
135,1,16,1,0.04474708171206226,0.32414157422081347,0.8441064638783271
136,1,16,13,0.021400778210116732,0.21753829899630214,0.22053231939163498
137,1,16,33,0.048638132295719845,0.3517168515583729,0.28517110266159695
138,1,16,17,0.09533073929961089,0.39999999999999997,0.6159695817490495
139,1,16,35,0.12062256809338522,0.6386687797147385,0.33650190114068446
140,1,16,10,0.11478599221789883,0.5049128367670364,0.6863117870722434
141,1,16,19,0.15953307392996108,0.6744849445324881,0.5627376425855514
142,1,16,15,0.027237354085603117,0.09857369255150554,0.6768060836501901
143,1,16,5,0.05058365758754864,0.3434759640781827,0.3346007604562738
144,1,16,43,0.05058365758754864,0.624511357633386,0.15399239543726237
145,1,16,7,0.0914396887159533,0.6312731114632857,0.2699619771863118
146,1,16,6,0.038910505836575876,0.320972002113048,0.2566539923954373
147,1,16,3,0.14785992217898833,0.4832540940306392,0.30038022813688214
148,1,16,4,0.0,0.0,0.0
149,1,16,14,0.0,0.0,0.0
150,1,16,39,0.0,0.0,0.0
151,1,16,26,0.2509727626459144,0.48166930797675644,0.15779467680608367
152,1,16,21,0.20038910505836577,0.5109350237717908,0.23764258555133083
153,1,16,20,0.05058365758754864,0.3089276281035393,0.2623574144486692
154,1,16,37,0.31517509727626464,0.855361859482303,0.2661596958174905
155,1,16,23,0.21595330739299612,0.7149498151082937,0.2604562737642586
156,1,16,34,0.10894941634241247,0.4983623877443211,0.26425855513307983
157,1,16,24,0.0,0.007923930269413628,0.2452471482889734
158,1,16,27,0.0019455252918287938,0.011938721605916532,0.5361216730038023
159,1,16,2,0.0019455252918287938,0.01415742208135235,0.33840304182509506
160,1,16,16,0.13813229571984437,0.3747490755414685,0.6863117870722434
161,1,16,25,0.042801556420233464,0.07892234548335973,0.21102661596958178
162,1,16,40,0.005836575875486381,0.005705229793977812,0.30988593155893535
163,1,16,12,0.005836575875486381,0.0184891706286318,0.4182509505703423
164,1,16,9,0.011673151750972763,0.03106180665610142,0.9581749049429659
165,1,16,42,0.038910505836575876,0.17908082408874798,0.5361216730038023
166,1,16,18,0.09922178988326849,0.3277337559429477,0.44106463878326996
167,1,16,0,0.05058365758754864,0.2390913893291072,0.6159695817490495
168,1,16,36,0.05642023346303501,0.24849445324881136,0.2661596958174905
169,1,16,28,0.14007782101167315,0.46032752245113573,0.3859315589353612
170,1,16,38,0.009727626459143969,0.044479661912308496,0.2566539923954373
171,1,16,11,0.0,0.0,0.0
172,1,16,22,0.0,0.0,0.0
173,1,13,30,0.254863813229572,0.7157950343370311,0.14638783269961977
174,1,13,29,0.019455252918287938,0.1582673005810882,0.25475285171102663
175,1,13,31,0.0,0.0,0.0
176,1,13,41,0.28793774319066145,0.8039091389329106,0.2870722433460076
177,1,13,8,0.09727626459143969,0.6892762810353934,0.18821292775665402
178,1,13,1,0.07003891050583658,0.5650290544109877,0.7452471482889734
179,1,13,13,0.027237354085603117,0.26539883782356044,0.17680608365019013
180,1,13,33,0.021400778210116732,0.20570522979397776,0.23954372623574147
181,1,13,17,0.06809338521400778,0.3567881669307977,0.5703422053231939
182,1,13,35,0.09922178988326849,0.6138404648705758,0.3269961977186312
183,1,13,10,0.0622568093385214,0.3585842577918647,0.5931558935361217
184,1,13,19,0.11867704280155641,0.5433703116745905,0.5285171102661597
185,1,13,15,0.017509727626459144,0.08959323824617009,0.31749049429657794
186,1,13,5,0.042801556420233464,0.30755414685684096,0.2946768060836502
187,1,13,43,0.033073929961089495,0.6220813523507659,0.1387832699619772
188,1,13,7,0.07587548638132297,0.5250924458531431,0.24714828897338406
189,1,13,6,0.027237354085603117,0.19017432646592708,0.22813688212927757
190,1,13,3,0.08949416342412451,0.38901215002641304,0.3193916349809886
191,1,13,4,0.0,0.0,0.0
192,1,13,14,0.0,0.0,0.0
193,1,13,39,0.0,0.0,0.0
194,1,13,26,0.29766536964980544,0.5112519809825673,0.1634980988593156
195,1,13,21,0.1848249027237354,0.4911780243000528,0.25095057034220536
196,1,13,20,0.11867704280155641,0.30079239302694133,0.3593155893536122
197,1,13,37,0.2723735408560311,0.7235076597992603,0.2604562737642586
198,1,13,23,0.21400778210116733,0.7368198626518752,0.2699619771863118
199,1,13,34,0.10894941634241247,0.46318013734812463,0.26806083650190116
200,1,13,24,0.0,0.0,0.0
201,1,13,27,0.0019455252918287938,0.013840464870575804,0.37832699619771865
202,1,13,2,0.0019455252918287938,0.007818277865821446,0.2452471482889734
203,1,13,16,0.17509727626459146,0.33629160063391433,0.7015209125475286
204,1,13,25,0.0311284046692607,0.10258848388800845,0.22053231939163498
205,1,13,40,0.0,0.0,0.0
206,1,13,12,0.017509727626459144,0.03148441627047015,0.36882129277566544
207,1,13,9,0.005836575875486381,0.024511357633386154,0.6863117870722434
208,1,13,42,0.04669260700389105,0.2333861595351294,0.6140684410646389
209,1,13,18,0.10116731517509728,0.3678816693079767,0.5608365019011408
210,1,13,0,0.03696498054474708,0.21288959323824613,0.7471482889733841
211,1,13,36,0.058365758754863814,0.23560486001056521,0.21863117870722434
212,1,13,28,0.11478599221789883,0.38045430533544633,0.4125475285171103
213,1,13,38,0.009727626459143969,0.029899630216587425,0.3193916349809886
214,1,13,11,0.0,0.0,0.0
215,1,13,22,0.0,0.0,0.0
216,1,0,30,0.23346303501945526,0.7513998943475964,0.12547528517110268
217,1,0,29,0.02529182879377432,0.17739038563127307,0.22623574144486694
218,1,0,32,0.1284046692607004,0.5452720549392498,0.9353612167300381
219,1,0,31,0.0,0.0,0.0
220,1,0,41,0.24708171206225682,0.8347596407818277,0.279467680608365
221,1,0,8,0.09727626459143969,0.7699947173798203,0.1749049429657795
222,1,0,1,0.048638132295719845,0.42989963021658734,0.7566539923954373
223,1,0,13,0.023346303501945526,0.18468040147913364,0.18631178707224336
224,1,0,33,0.023346303501945526,0.2688853671421024,0.2965779467680609
225,1,0,17,0.04669260700389105,0.3413629160063391,0.41634980988593157
226,1,0,35,0.10894941634241247,0.6748019017432646,0.3422053231939164
227,1,0,10,0.07587548638132297,0.4183835182250396,0.7129277566539924
228,1,0,19,0.1264591439688716,0.6102482831484415,0.5513307984790875
229,1,0,15,0.013618677042801558,0.07765451664025355,0.4429657794676807
230,1,0,5,0.033073929961089495,0.3274167987321711,0.30798479087452474
231,1,0,43,0.038910505836575876,0.5547807712625461,0.14828897338403044
232,1,0,7,0.08171206225680934,0.5237189646064447,0.25855513307984795
233,1,0,6,0.0311284046692607,0.30649762282091914,0.2661596958174905
234,1,0,3,0.04085603112840467,0.24226096143687265,0.32889733840304186
235,1,0,4,0.0,0.0,0.0
236,1,0,14,0.0,0.0,0.0
237,1,0,39,0.0,0.0,0.0
238,1,0,26,0.3015564202334631,0.5963021658742735,0.16920152091254753
239,1,0,21,0.19455252918287938,0.5999999999999999,0.23954372623574147
240,1,0,20,0.048638132295719845,0.3311146328578975,0.279467680608365
241,1,0,37,0.26653696498054474,0.8457474907554146,0.2604562737642586
242,1,0,23,0.19649805447470817,0.6782884310618066,0.2699619771863118
243,1,0,34,0.09727626459143969,0.49487585842577914,0.2718631178707224
244,1,0,24,0.0,0.0016904384574749074,0.5969581749049431
245,1,0,27,0.005836575875486381,0.03074484944532488,0.23574144486692017
246,1,0,2,0.0,0.00676175382989963,0.36121673003802285
247,1,0,16,0.11284046692607003,0.36048600105652395,0.6730038022813689
248,1,0,25,0.0311284046692607,0.09212889593238245,0.311787072243346
249,1,0,40,0.0,0.005071315372424722,0.3726235741444867
250,1,0,12,0.0019455252918287938,0.01743264659270998,0.3745247148288974
251,1,0,9,0.0,0.005916534601162177,0.8973384030418251
252,1,0,42,0.03696498054474708,0.16597992604331746,0.5532319391634982
253,1,0,18,0.09727626459143969,0.35573164289487585,0.505703422053232
254,1,0,0,0.05058365758754864,0.23539355520338087,0.5665399239543727
255,1,0,36,0.042801556420233464,0.20369783412572634,0.24714828897338406
256,1,0,28,0.11673151750972763,0.38901215002641304,0.45057034220532327
257,1,0,38,0.0038910505836575876,0.02102482831484416,0.2946768060836502
258,1,0,11,0.0,0.0,0.0
259,1,0,22,0.0,0.0,0.0
260,1,12,30,0.20817120622568094,0.7485472794506074,0.12927756653992398
261,1,12,29,0.021400778210116732,0.12456418383518222,0.22433460076045628
262,1,12,32,0.10700389105058367,0.48578975171685146,0.8916349809885933
263,1,12,31,0.0,0.0,0.0
264,1,12,41,0.31712062256809337,0.8638140517696777,0.32129277566539927
265,1,12,8,0.10116731517509728,0.7646064447966191,0.18250950570342206
266,1,12,1,0.04474708171206226,0.3676703645007923,0.8269961977186312
267,1,12,13,0.042801556420233464,0.3097728473322768,0.21863117870722434
268,1,12,33,0.029182879377431907,0.254094030639197,0.279467680608365
269,1,12,17,0.0933852140077821,0.39154780771262543,0.5019011406844107
270,1,12,35,0.13618677042801555,0.6922345483359745,0.3593155893536122
271,1,12,10,0.09727626459143969,0.4338087691494981,0.6825095057034221
272,1,12,19,0.12062256809338522,0.5536185948230321,0.5798479087452472
273,1,12,15,0.02529182879377432,0.11653460116217641,0.9239543726235743
274,1,12,5,0.033073929961089495,0.3015319598520866,0.32889733840304186
275,1,12,43,0.05058365758754864,0.6470153195985208,0.15209125475285173
276,1,12,7,0.10700389105058367,0.6402535657686211,0.2604562737642586
277,1,12,6,0.03696498054474708,0.304067617538299,0.28326996197718635
278,1,12,3,0.05447470817120623,0.21753829899630214,0.3840304182509506
279,1,12,4,0.0,0.0,0.0
280,1,12,14,0.0,0.0,0.0
281,1,12,39,0.0,0.0,0.0
282,1,12,26,0.42801556420233466,0.7055467511885894,0.16920152091254753
283,1,12,21,0.33852140077821014,0.7318541996830427,0.2661596958174905
284,1,12,20,0.06809338521400778,0.42599049128367666,0.2946768060836502
285,1,12,37,0.32684824902723736,0.8388800845219229,0.2813688212927757
286,1,12,23,0.2607003891050584,0.6950871632329635,0.27566539923954375
287,1,12,34,0.14591439688715954,0.5381933438985737,0.2737642585551331
288,1,12,24,0.0019455252918287938,0.007923930269413628,0.40874524714828897
289,1,12,27,0.007782101167315175,0.05567881669307976,0.2889733840304183
290,1,12,2,0.0019455252918287938,0.02218700475435816,0.3422053231939164
291,1,12,16,0.10505836575875487,0.3072371896460644,0.6292775665399241
292,1,12,25,0.042801556420233464,0.11970417326994187,0.30988593155893535
293,1,12,40,0.0,0.004648705758055995,0.33840304182509506
294,1,12,12,0.0019455252918287938,0.02673005810882197,0.35171102661596965
295,1,12,9,0.005836575875486381,0.0184891706286318,0.7984790874524715
296,1,12,42,0.05642023346303501,0.20559957739038562,0.5608365019011408
297,1,12,18,0.14591439688715954,0.4068674062334917,0.48669201520912553
298,1,12,0,0.07003891050583658,0.2795562599049128,0.6711026615969582
299,1,12,36,0.06031128404669261,0.2603275224511357,0.2775665399239544
300,1,12,28,0.17509727626459146,0.4544109878499735,0.4372623574144487
301,1,12,38,0.007782101167315175,0.03898573692551505,0.3346007604562738
302,1,12,11,0.0,0.0,0.0
303,1,12,22,0.0,0.0,0.0
304,1,6,30,0.1867704280155642,0.6817749603803486,0.11977186311787073
305,1,6,29,0.0311284046692607,0.18203909138932908,0.20912547528517114
306,1,6,32,0.10116731517509728,0.5351294241944003,0.9581749049429659
307,1,6,31,0.0,0.0,0.0
308,1,6,41,0.2801556420233463,0.8046487057580558,0.29847908745247154
309,1,6,8,0.07976653696498054,0.6543053354463814,0.18821292775665402
310,1,6,1,0.03501945525291829,0.3260433174854728,0.7224334600760457
311,1,6,13,0.01556420233463035,0.14875858425779184,0.18250950570342206
312,1,6,33,0.03501945525291829,0.3447437929212889,0.27566539923954375
313,1,6,17,0.058365758754863814,0.32445853143159004,0.5665399239543727
314,1,6,35,0.10505836575875487,0.5991547807712625,0.33840304182509506
315,1,6,10,0.10311284046692608,0.5798203909138933,0.7642585551330798
316,1,6,19,0.0914396887159533,0.5631273111463285,0.505703422053232
317,1,6,15,0.02529182879377432,0.12266244057052296,0.4524714828897339
318,1,6,5,0.023346303501945526,0.21278394083465396,0.36882129277566544
319,1,6,43,0.033073929961089495,0.5875330163761224,0.15209125475285173
320,1,6,7,0.09533073929961089,0.6295826730058108,0.2737642585551331
321,1,6,6,0.023346303501945526,0.2363444268357105,0.2813688212927757
322,1,6,3,0.04474708171206226,0.2671949286846275,0.349809885931559
323,1,6,4,0.0,0.0,0.0
324,1,6,14,0.0,0.0,0.0
325,1,6,39,0.0,0.0,0.0
326,1,6,26,0.3346303501945525,0.6600105652403592,0.15779467680608367
327,1,6,21,0.2607003891050584,0.7167459059693607,0.22623574144486694
328,1,6,20,0.04669260700389105,0.4510301109350237,0.29277566539923955
329,1,6,37,0.3093385214007782,0.8444796619123085,0.27566539923954375
330,1,6,23,0.20622568093385216,0.7454833597464342,0.2566539923954373
